transaction_id,customer_id,amount,currency,timestamp,merchant_category,description
TXN00082,CUST010,14.50,USD,1704119333,retail,"Electronics"
TXN00083,CUST025,8.80,USD,1704117566,restaurant,"Chipotle"
TXN00084,CUST014,303.78,USD,1704125036,retail,"Buy"
TXN00085,CUST007,39.97,USD,1704117839,entertainment,"Disney+"
TXN00086,CUST008,25.93,USD,1704131250,gas,"Chevron"
TXN00087,CUST010,85.63,USD,1704142130,gas,"Circle"
TXN00088,CUST022,21.78,USD,1704134745,entertainment,"iTunes"
TXN00089,CUST003,31.82,USD,1704136817,entertainment,"PlayStation"
TXN00090,CUST014,160.06,USD,1704130851,retail,"Store"
TXN00091,CUST013,19.88,USD,1704113721,coffee,"Starbucks"
TXN00092,CUST007,22.97,USD,1704122227,coffee,"Starbucks"
TXN00093,CUST019,150.45,USD,1704121608,retail,"Store"
TXN00094,CUST008,11.99,USD,1704120270,entertainment,"Xbox"
TXN00095,CUST021,31.84,USD,1704110691,restaurant,"The"
TXN00096,CUST004,98.25,USD,1704129812,gas,"Arco"
TXN00097,CUST024,68.48,USD,1704119083,grocery,"Sprouts"
TXN00098,CUST019,18.10,USD,1704117925,coffee,"Philz"
TXN00099,CUST001,18.22,USD,1704126938,grocery,"Soopers"
TXN00100,CUST007,11.71,USD,1704116593,coffee,"Dunkin'"
TXN00101,CUST011,47.69,USD,1704111575,grocery,"Grocery"
TXN00102,CUST016,78.29,USD,1704138914,grocery,"Safeway"
TXN00103,CUST006,34.73,USD,1704113059,retail,"Apple"
TXN00104,CUST011,23.80,USD,1704133732,restaurant,"Cheesecake"
TXN00105,CUST013,21.93,USD,1704118408,entertainment,"Disney+"
TXN00106,CUST023,9.47,USD,1704121588,coffee,"Dutch"
TXN00107,CUST022,210.39,USD,1704142103,grocery,"Trader"
TXN00108,CUST015,28.30,USD,1704138236,coffee,"Bros"
TXN00109,CUST011,4.31,USD,1704132754,coffee,"Hortons"
TXN00110,CUST016,7.61,USD,1704131050,coffee,"Peet's"
TXN00111,CUST006,252.27,USD,1704133662,retail,"Amazon"
TXN00112,CUST020,8.12,USD,1704128193,coffee,"Coffee"
TXN00113,CUST020,255.94,USD,1704138563,retail,"Store"
TXN00114,CUST024,4.86,USD,1704138139,coffee,"Bottle"
TXN00115,CUST014,96.60,USD,1704126512,retail,"Electronics"
TXN00116,CUST023,127.87,USD,1704119240,grocery,"Trader"
TXN00117,CUST001,51.20,USD,1704140986,entertainment,"Netflix"
TXN00118,CUST006,36.16,USD,1704130649,gas,"Arco"
TXN00119,CUST018,44.99,USD,1704140299,gas,"Station"
TXN00120,CUST018,48.27,USD,1704120953,retail,"Buy"
TXN00121,CUST021,25.52,USD,1704127364,entertainment,"Theaters"
TXN00122,CUST010,110.37,USD,1704117465,gas,"Gas"
TXN00123,CUST023,20.79,USD,1704124980,restaurant,"Bread"
TXN00124,CUST008,42.31,USD,1704124449,entertainment,"Hulu"
TXN00125,CUST021,145.98,USD,1704121595,restaurant,"Chipotle"
TXN00126,CUST015,33.62,USD,1704127008,entertainment,"Steam"
TXN00127,CUST018,141.69,USD,1704119855,grocery,"Fresh"
TXN00128,CUST020,61.98,USD,1704128824,restaurant,"Capital"
TXN00129,CUST004,44.76,USD,1704117853,retail,"Target"
TXN00130,CUST020,199.44,USD,1704121136,grocery,"Walmart"
TXN00131,CUST006,179.11,USD,1704137853,retail,"Electronics"
TXN00132,CUST003,62.67,USD,1704119410,restaurant,"Subway"
TXN00133,CUST020,10.47,USD,1704122029,restaurant,"Taco"
TXN00134,CUST003,52.62,USD,1704122479,restaurant,"Bell"
TXN00135,CUST011,104.94,USD,1704126296,grocery,"King"
TXN00136,CUST006,86.49,USD,1704123784,grocery,"Market"
TXN00137,CUST013,20.46,USD,1704119630,entertainment,"Store"
TXN00138,CUST018,9.73,USD,1704115930,coffee,"Coffee"
TXN00139,CUST023,44.33,USD,1704142385,retail,"GameStop"
TXN00140,CUST021,4.23,USD,1704127427,coffee,"Coffee"
TXN00141,CUST011,21.98,USD,1704132952,entertainment,"Store"
TXN00142,CUST011,23.32,USD,1704120557,retail,"Costco"
TXN00143,CUST021,93.82,USD,1704111589,restaurant,"Cheesecake"
TXN00144,CUST010,12.47,USD,1704138828,entertainment,"Store"
TXN00145,CUST002,303.19,USD,1704120767,retail,"Depot"
TXN00146,CUST019,96.76,USD,1704123727,restaurant,"Bread"
TXN00147,CUST014,7.30,USD,1704126401,coffee,"Dunkin'"
TXN00148,CUST009,33.28,USD,1704120373,gas,"Gas"
TXN00149,CUST023,13.76,USD,1704112681,coffee,"Shop"
TXN00150,CUST004,64.80,USD,1704142656,grocery,"Market"
TXN00151,CUST004,71.00,USD,1704129338,restaurant,"Olive"
TXN00152,CUST013,89.00,USD,1704140357,restaurant,"Capital"
TXN00153,CUST003,39.90,USD,1704134794,restaurant,"Olive"
TXN00154,CUST009,60.57,USD,1704137923,gas,"Exxon"
TXN00155,CUST015,107.73,USD,1704134251,restaurant,"Garden"
TXN00156,CUST025,25.05,USD,1704134791,coffee,"Coffee"
TXN00157,CUST009,49.83,USD,1704122240,entertainment,"Live"
TXN00158,CUST014,76.85,USD,1704142474,grocery,"Grocery"
TXN00159,CUST015,22.76,USD,1704124750,retail,"Target"
TXN00160,CUST011,43.62,USD,1704125840,retail,"Best"
TXN00161,CUST025,70.57,USD,1704128880,grocery,"King"
TXN00162,CUST009,22.86,USD,1704134053,entertainment,"Netflix"
TXN00163,CUST011,104.63,USD,1704128441,retail,"Best"
TXN00164,CUST013,177.90,USD,1704121747,grocery,"King"
TXN00165,CUST003,212.38,USD,1704112227,retail,"Best"
TXN00166,CUST005,18.12,USD,1704112874,entertainment,"Xbox"
TXN00167,CUST021,126.98,USD,1704130079,retail,"Buy"
TXN00168,CUST015,119.73,USD,1704119077,gas,"76"
TXN00169,CUST012,31.73,USD,1704128161,gas,"Conoco"
TXN00170,CUST025,26.72,USD,1704141857,coffee,"Hortons"
TXN00171,CUST016,52.94,USD,1704125698,entertainment,"Disney+"
TXN00172,CUST023,9.31,USD,1704120271,coffee,"Dunkin'"
TXN00173,CUST020,86.45,USD,1704115209,gas,"Arco"
TXN00174,CUST022,44.03,USD,1704123125,restaurant,"KFC"
TXN00175,CUST021,24.80,USD,1704111929,coffee,"Local"
TXN00176,CUST003,13.26,USD,1704128600,entertainment,"Store"
TXN00177,CUST019,33.96,USD,1704135735,gas,"Station"
TXN00178,CUST023,135.88,USD,1704116636,restaurant,"Subway"
TXN00179,CUST021,47.85,USD,1704115942,gas,"BP"
TXN00180,CUST023,21.82,USD,1704131790,restaurant,"Olive"
TXN00181,CUST006,18.20,USD,1704122707,entertainment,"Disney+"
TXN00182,CUST022,262.65,USD,1704122691,retail,"Best"
TXN00183,CUST020,50.55,USD,1704125749,restaurant,"Chipotle"
TXN00184,CUST008,194.24,USD,1704134745,grocery,"Whole"
TXN00185,CUST014,63.63,USD,1704130489,gas,"Station"
TXN00186,CUST017,5.12,USD,1704134204,entertainment,"Steam"
TXN00187,CUST008,4.78,USD,1704124629,coffee,"Bros"
TXN00188,CUST001,33.60,USD,1704121534,grocery,"Grocery"
TXN00189,CUST023,9.68,USD,1704138317,entertainment,"Store"
TXN00190,CUST009,28.09,USD,1704134118,coffee,"Bottle"
TXN00191,CUST011,73.31,USD,1704122167,gas,"Exxon"
TXN00192,CUST017,29.10,USD,1704138164,grocery,"Soopers"
TXN00193,CUST001,7.50,USD,1704142747,coffee,"Shop"
TXN00194,CUST021,176.22,USD,1704122974,grocery,"Grocery"
TXN00195,CUST002,263.20,USD,1704123528,retail,"Electronics"
TXN00196,CUST010,23.12,USD,1704114154,restaurant,"Subway"
TXN00197,CUST003,281.30,USD,1704112048,retail,"Store"
TXN00198,CUST007,41.23,USD,1704114154,entertainment,"Hulu"
TXN00199,CUST002,47.46,USD,1704126062,grocery,"Soopers"
TXN00200,CUST015,85.59,USD,1704138707,gas,"Conoco"
TXN00201,CUST015,36.11,USD,1704112827,entertainment,"iTunes"
TXN00202,CUST002,64.17,USD,1704116256,retail,"Depot"
TXN00203,CUST009,84.04,USD,1704117636,restaurant,"Panera"
TXN00204,CUST010,107.39,USD,1704121399,restaurant,"Cheesecake"
TXN00205,CUST025,40.14,USD,1704116321,retail,"Costco"
TXN00206,CUST010,33.95,USD,1704138457,gas,"Circle"
TXN00207,CUST022,35.04,USD,1704133013,gas,"Circle"
TXN00208,CUST020,208.75,USD,1704142970,grocery,"Trader"
TXN00209,CUST021,122.71,USD,1704122339,gas,"Shell"
TXN00210,CUST009,46.67,USD,1704139992,entertainment,"Store"
TXN00211,CUST016,101.52,USD,1704113307,restaurant,"Bell"
TXN00212,CUST025,66.31,USD,1704131241,gas,"Shell"
TXN00213,CUST021,16.75,USD,1704141041,coffee,"Dunkin'"
TXN00214,CUST016,97.32,USD,1704123448,gas,"Gas"
TXN00215,CUST002,28.19,USD,1704116342,coffee,"Tim"
TXN00216,CUST010,29.66,USD,1704134985,entertainment,"Cinema"
TXN00217,CUST004,24.19,USD,1704113483,entertainment,"AMC"
TXN00218,CUST011,78.97,USD,1704129178,grocery,"Sprouts"
TXN00219,CUST024,52.06,USD,1704131435,entertainment,"AMC"
TXN00220,CUST006,115.02,USD,1704125663,restaurant,"Cheesecake"
TXN00221,CUST009,54.33,USD,1704130332,retail,"Purchase"
TXN00222,CUST001,25.82,USD,1704133898,coffee,"Philz"
TXN00223,CUST007,120.23,USD,1704111971,restaurant,"McDonald's"
TXN00224,CUST017,158.26,USD,1704141117,restaurant,"Olive"
TXN00225,CUST003,7.17,USD,1704112150,coffee,"Peet's"
TXN00226,CUST011,22.94,USD,1704135092,coffee,"Hortons"
TXN00227,CUST025,32.21,USD,1704134623,gas,"Circle"
TXN00228,CUST001,80.01,USD,1704127121,restaurant,"Olive"
TXN00229,CUST012,95.89,USD,1704129868,restaurant,"Chipotle"
TXN00230,CUST017,15.73,USD,1704129354,entertainment,"Store"
TXN00231,CUST015,93.64,USD,1704118973,grocery,"King"
TXN00232,CUST025,15.94,USD,1704127021,coffee,"Coffee"
TXN00233,CUST021,249.07,USD,1704135634,retail,"Apple"
TXN00234,CUST009,200.89,USD,1704135218,grocery,"Costco"
TXN00235,CUST002,80.82,USD,1704130476,restaurant,"KFC"
TXN00236,CUST005,48.53,USD,1704142614,gas,"Station"
TXN00237,CUST005,125.25,USD,1704118805,gas,"K"
TXN00238,CUST012,53.54,USD,1704132466,entertainment,"PlayStation"
TXN00239,CUST002,184.60,USD,1704110703,retail,"Store"
TXN00240,CUST011,24.38,USD,1704119886,coffee,"Starbucks"
TXN00241,CUST011,128.57,USD,1704112634,gas,"Gas"
TXN00242,CUST020,49.93,USD,1704133979,entertainment,"Netflix"
TXN00243,CUST008,54.94,USD,1704123348,entertainment,"Steam"
TXN00244,CUST002,41.46,USD,1704136416,grocery,"Trader"
TXN00245,CUST001,118.23,USD,1704116154,restaurant,"The"
TXN00246,CUST007,132.38,USD,1704131064,grocery,"Trader"
TXN00247,CUST022,90.69,USD,1704123763,grocery,"Soopers"
TXN00248,CUST016,39.18,USD,1704129968,entertainment,"Store"
TXN00249,CUST019,269.12,USD,1704143223,retail,"Buy"
TXN00250,CUST015,40.65,USD,1704128308,entertainment,"Live"
TXN00251,CUST022,96.02,USD,1704111142,restaurant,"Bread"
TXN00252,CUST001,60.38,USD,1704129791,gas,"Gas"
TXN00253,CUST015,152.69,USD,1704135589,grocery,"Whole"
TXN00254,CUST023,121.56,USD,1704139981,gas,"Arco"
TXN00255,CUST002,40.59,USD,1704129866,entertainment,"AMC"
TXN00256,CUST018,118.10,USD,1704133568,grocery,"Trader"
TXN00257,CUST010,33.57,USD,1704115737,entertainment,"Steam"
TXN00258,CUST015,46.29,USD,1704134651,entertainment,"PlayStation"
TXN00259,CUST009,14.18,USD,1704127161,restaurant,"Subway"
TXN00260,CUST004,72.56,USD,1704132765,gas,"Valero"
TXN00261,CUST013,110.69,USD,1704119791,retail,"Microsoft"
TXN00262,CUST013,64.02,USD,1704127711,restaurant,"Chipotle"
TXN00263,CUST012,51.29,USD,1704116613,entertainment,"Hulu"
TXN00264,CUST022,46.37,USD,1704117447,retail,"Microsoft"
TXN00265,CUST014,24.12,USD,1704122400,restaurant,"Panera"
TXN00266,CUST008,108.36,USD,1704113580,retail,"Costco"
TXN00267,CUST023,28.74,USD,1704130421,gas,"Arco"
TXN00268,CUST019,51.20,USD,1704137344,retail,"Purchase"
TXN00269,CUST023,214.89,USD,1704116447,grocery,"Sprouts"
TXN00270,CUST015,194.65,USD,1704135574,retail,"Microsoft"
TXN00271,CUST008,54.05,USD,1704115008,restaurant,"Grille"
TXN00272,CUST023,147.59,USD,1704119145,restaurant,"Grille"
TXN00273,CUST007,15.69,USD,1704133559,entertainment,"Hulu"
TXN00274,CUST006,45.51,USD,1704119679,entertainment,"Cinema"
TXN00275,CUST009,8.59,USD,1704137612,entertainment,"Hulu"
TXN00276,CUST025,23.36,USD,1704139402,entertainment,"Regal"
TXN00277,CUST003,112.19,USD,1704138853,restaurant,"Subway"
TXN00278,CUST003,31.37,USD,1704130650,entertainment,"Hulu"
TXN00279,CUST018,10.82,USD,1704140964,entertainment,"Xbox"
TXN00280,CUST020,205.85,USD,1704132133,grocery,"Joe's"
TXN00281,CUST010,10.11,USD,1704142965,restaurant,"Taco"
TXN00282,CUST001,12.56,USD,1704119653,coffee,"Blue"
TXN00283,CUST019,39.86,USD,1704137978,entertainment,"Store"
TXN00284,CUST023,57.64,USD,1704123706,restaurant,"Factory"
TXN00285,CUST016,145.47,USD,1704137117,retail,"Best"
TXN00286,CUST016,123.89,USD,1704116746,gas,"Exxon"
TXN00287,CUST010,12.54,USD,1704116323,entertainment,"Netflix"
TXN00288,CUST012,62.74,USD,1704137945,restaurant,"Chipotle"
TXN00289,CUST019,28.37,USD,1704128732,coffee,"Dutch"
TXN00290,CUST021,91.02,USD,1704134031,grocery,"Market"
TXN00291,CUST004,108.30,USD,1704118796,grocery,"Safeway"
TXN00292,CUST007,68.83,USD,1704143146,gas,"BP"
TXN00293,CUST011,137.51,USD,1704112721,grocery,"Market"
TXN00294,CUST005,23.68,USD,1704142979,restaurant,"The"
TXN00295,CUST006,33.43,USD,1704129853,entertainment,"Steam"
TXN00296,CUST019,11.37,USD,1704134204,entertainment,"Spotify"
TXN00297,CUST004,19.42,USD,1704124892,entertainment,"Store"
TXN00298,CUST018,24.83,USD,1704112617,coffee,"Coffee"
TXN00299,CUST010,46.35,USD,1704135894,grocery,"Fresh"
TXN00300,CUST016,144.87,USD,1704131728,restaurant,"Panera"
TXN00301,CUST019,99.40,USD,1704114295,retail,"Buy"
TXN00302,CUST017,23.92,USD,1704111648,coffee,"Starbucks"
TXN00303,CUST002,83.63,USD,1704120705,gas,"Gas"
TXN00304,CUST024,17.89,USD,1704125795,coffee,"Dunkin'"
TXN00305,CUST009,10.76,USD,1704141392,coffee,"Tim"
TXN00306,CUST023,96.60,USD,1704133528,gas,"Valero"
TXN00307,CUST024,49.99,USD,1704134329,gas,"Shell"
TXN00308,CUST017,198.45,USD,1704139454,grocery,"Sprouts"
TXN00309,CUST015,42.58,USD,1704114604,entertainment,"Live"
TXN00310,CUST020,89.99,USD,1704139062,gas,"Arco"
TXN00311,CUST004,15.39,USD,1704131202,entertainment,"Steam"
TXN00312,CUST008,30.89,USD,1704111935,grocery,"Foods"
TXN00313,CUST007,22.69,USD,1704129149,coffee,"Dunkin'"
TXN00314,CUST003,14.49,USD,1704139394,coffee,"Tim"
TXN00315,CUST010,252.94,USD,1704141796,retail,"Best"
TXN00316,CUST021,18.97,USD,1704137124,restaurant,"Chipotle"
TXN00317,CUST021,7.95,USD,1704129216,entertainment,"Theaters"
TXN00318,CUST015,33.04,USD,1704125846,restaurant,"Subway"
TXN00319,CUST024,134.26,USD,1704113191,restaurant,"Cheesecake"
TXN00320,CUST024,115.78,USD,1704134684,restaurant,"Panera"
TXN00321,CUST016,13.78,USD,1704121240,restaurant,"Panera"
TXN00322,CUST005,210.16,USD,1704128198,grocery,"Target"
TXN00323,CUST016,38.94,USD,1704113873,entertainment,"AMC"
TXN00324,CUST018,18.65,USD,1704111948,entertainment,"Cinema"
TXN00325,CUST025,13.03,USD,1704118059,coffee,"Blue"
TXN00326,CUST014,268.97,USD,1704142349,retail,"Microsoft"
TXN00327,CUST008,57.96,USD,1704139871,grocery,"Market"
TXN00328,CUST014,24.13,USD,1704126755,coffee,"Caribou"
TXN00329,CUST008,168.73,USD,1704124223,retail,"Costco"
TXN00330,CUST019,11.56,USD,1704110655,coffee,"Starbucks"
TXN00331,CUST022,133.67,USD,1704119237,retail,"Amazon"
TXN00332,CUST011,31.55,USD,1704126301,grocery,"Grocery"
TXN00333,CUST024,251.65,USD,1704128658,retail,"Costco"
TXN00334,CUST025,84.49,USD,1704121831,restaurant,"Cheesecake"
TXN00335,CUST016,141.45,USD,1704138406,restaurant,"Factory"
TXN00336,CUST006,12.81,USD,1704115670,coffee,"Philz"
TXN00337,CUST012,30.41,USD,1704120060,gas,"BP"
TXN00338,CUST012,7.54,USD,1704129027,coffee,"Dunkin'"
TXN00339,CUST018,130.16,USD,1704111187,gas,"Circle"
TXN00340,CUST024,87.81,USD,1704142998,retail,"Depot"
TXN00341,CUST001,10.33,USD,1704123974,coffee,"Coffee"
TXN00342,CUST006,115.12,USD,1704139365,restaurant,"Capital"
TXN00343,CUST013,17.48,USD,1704126340,coffee,"Dutch"
TXN00344,CUST005,12.53,USD,1704128920,restaurant,"KFC"
TXN00345,CUST004,15.98,USD,1704113095,restaurant,"Cheesecake"
TXN00346,CUST015,45.52,USD,1704140774,restaurant,"The"
TXN00347,CUST001,23.54,USD,1704137432,coffee,"Coffee"
TXN00348,CUST011,304.20,USD,1704141401,retail,"Target"
TXN00349,CUST020,37.24,USD,1704117443,entertainment,"Disney+"
TXN00350,CUST017,46.58,USD,1704129612,gas,"Gas"
TXN00351,CUST016,18.52,USD,1704132621,entertainment,"Live"
TXN00352,CUST022,147.47,USD,1704127780,grocery,"Sprouts"
TXN00353,CUST013,18.94,USD,1704123779,entertainment,"Disney+"
TXN00354,CUST021,26.68,USD,1704127481,coffee,"Hortons"
TXN00355,CUST011,214.15,USD,1704136192,grocery,"Joe's"
TXN00356,CUST024,21.33,USD,1704131102,retail,"Amazon"
TXN00357,CUST002,68.99,USD,1704123700,retail,"Microsoft"
TXN00358,CUST005,102.19,USD,1704124759,restaurant,"McDonald's"
TXN00359,CUST010,68.65,USD,1704130914,restaurant,"Garden"
TXN00360,CUST001,88.73,USD,1704133651,grocery,"Market"
TXN00361,CUST015,63.41,USD,1704129152,retail,"Buy"
TXN00362,CUST014,106.18,USD,1704134149,grocery,"Joe's"
TXN00363,CUST003,28.83,USD,1704137789,grocery,"Fresh"
TXN00364,CUST002,24.07,USD,1704128765,coffee,"Coffee"
TXN00365,CUST022,51.00,USD,1704121580,gas,"K"
TXN00366,CUST018,37.29,USD,1704127937,retail,"Apple"
TXN00367,CUST007,25.76,USD,1704116268,coffee,"Peet's"
TXN00368,CUST004,237.60,USD,1704120921,retail,"Buy"
TXN00369,CUST014,257.34,USD,1704113909,retail,"Buy"
TXN00370,CUST023,136.67,USD,1704140563,gas,"Shell"
TXN00371,CUST012,5.74,USD,1704118100,coffee,"Coffee"
TXN00372,CUST023,12.49,USD,1704130856,entertainment,"Xbox"
TXN00373,CUST010,124.30,USD,1704127724,gas,"Chevron"
TXN00374,CUST017,77.80,USD,1704113598,grocery,"Walmart"
TXN00375,CUST022,25.21,USD,1704128548,retail,"GameStop"
TXN00376,CUST007,44.20,USD,1704135110,entertainment,"Store"
TXN00377,CUST010,50.48,USD,1704133772,gas,"Gas"
TXN00378,CUST002,20.08,USD,1704125158,restaurant,"Garden"
TXN00379,CUST011,25.59,USD,1704126417,grocery,"Joe's"
TXN00380,CUST021,49.43,USD,1704115053,entertainment,"Netflix"
TXN00381,CUST019,44.45,USD,1704118625,entertainment,"Cinema"
TXN00382,CUST022,121.04,USD,1704122114,gas,"Conoco"
TXN00383,CUST024,85.74,USD,1704124303,restaurant,"Taco"
TXN00384,CUST002,278.92,USD,1704112008,retail,"GameStop"
TXN00385,CUST005,10.84,USD,1704128984,restaurant,"Capital"
TXN00386,CUST002,140.01,USD,1704124799,restaurant,"Chipotle"
TXN00387,CUST016,103.73,USD,1704130703,gas,"Valero"
TXN00388,CUST003,60.95,USD,1704135864,gas,"Valero"
TXN00389,CUST005,36.91,USD,1704128804,entertainment,"Store"
TXN00390,CUST008,71.53,USD,1704120887,gas,"K"
TXN00391,CUST015,108.56,USD,1704123068,gas,"K"
TXN00392,CUST025,18.29,USD,1704118694,coffee,"Coffee"
TXN00393,CUST003,41.62,USD,1704143318,gas,"Station"
TXN00394,CUST019,79.63,USD,1704126614,gas,"Mobil"
TXN00395,CUST021,251.60,USD,1704137268,retail,"Store"
TXN00396,CUST021,225.23,USD,1704121228,retail,"Buy"
TXN00397,CUST013,22.52,USD,1704131898,restaurant,"The"
TXN00398,CUST001,5.80,USD,1704123528,coffee,"Blue"
TXN00399,CUST023,135.24,USD,1704136583,gas,"Arco"
TXN00400,CUST007,246.51,USD,1704131716,retail,"Walmart"
TXN00401,CUST014,87.23,USD,1704129394,retail,"GameStop"
TXN00402,CUST012,203.43,USD,1704119588,grocery,"Grocery"
TXN00403,CUST016,52.85,USD,1704126129,restaurant,"Chipotle"
TXN00404,CUST003,282.85,USD,1704123790,retail,"Store"
TXN00405,CUST001,40.57,USD,1704130644,entertainment,"Theaters"
TXN00406,CUST002,27.19,USD,1704141082,coffee,"Coffee"
TXN00407,CUST003,107.03,USD,1704143064,gas,"Valero"
TXN00408,CUST007,143.10,USD,1704138851,grocery,"Target"
TXN00409,CUST014,6.09,USD,1704126724,coffee,"Hortons"
TXN00410,CUST003,49.90,USD,1704142045,gas,"Gas"
TXN00411,CUST022,34.46,USD,1704129734,entertainment,"Theaters"
TXN00412,CUST024,9.35,USD,1704142076,coffee,"Dunkin'"
TXN00413,CUST012,82.61,USD,1704128079,restaurant,"Bell"
TXN00414,CUST013,106.73,USD,1704129167,gas,"Chevron"
TXN00415,CUST024,46.79,USD,1704139300,entertainment,"Live"
TXN00416,CUST006,60.22,USD,1704138463,gas,"Valero"
TXN00417,CUST001,7.33,USD,1704124364,entertainment,"AMC"
